Constructor Id,Name,Race,Race Id,Result Id,Year,F1,Grid,Position Order
5,Toro Rosso,Austrian Grand Prix,997,23958,2018,23953,19,17
9,Red Bull,Austrian Grand Prix,997,23959,2018,23954,7,18
131,Mercedes,Austrian Grand Prix,997,23960,2018,23955,1,19
4,Renault,Austrian Grand Prix,997,23961,2018,23956,10,20
6,Ferrari,British Grand Prix,998,23962,2018,23957,2,1
131,Mercedes,British Grand Prix,998,23963,2018,23958,1,2
6,Ferrari,British Grand Prix,998,23964,2018,23959,3,3
131,Mercedes,British Grand Prix,998,23965,2018,23960,4,4
9,Red Bull,British Grand Prix,998,23966,2018,23961,6,5
4,Renault,British Grand Prix,998,23967,2018,23962,11,6
10,Force India,British Grand Prix,998,23968,2018,23963,10,7
1,McLaren,British Grand Prix,998,23969,2018,23964,13,8
210,Haas F1 Team,British Grand Prix,998,23970,2018,23965,7,9
10,Force India,British Grand Prix,998,23971,2018,23966,12,10
1,McLaren,British Grand Prix,998,23972,2018,23967,17,11
3,Williams,British Grand Prix,998,23973,2018,23968,19,12
5,Toro Rosso,British Grand Prix,998,23974,2018,23969,14,13
3,Williams,British Grand Prix,998,23975,2018,23970,18,14
5,Toro Rosso,British Grand Prix,998,23982,2018,23971,0,20
9,Red Bull,British Grand Prix,998,23977,2018,23972,5,15
210,Haas F1 Team,British Grand Prix,998,23978,2018,23973,8,16
4,Renault,British Grand Prix,998,23979,2018,23974,16,17
15,Sauber,British Grand Prix,998,23980,2018,23975,15,18
15,Sauber,British Grand Prix,998,23981,2018,23976,9,19
131,Mercedes,Hungarian Grand Prix,1000,24003,2018,23997,1,1
6,Ferrari,Hungarian Grand Prix,1000,24004,2018,23998,4,2
6,Ferrari,Hungarian Grand Prix,1000,24005,2018,23999,3,3
9,Red Bull,Hungarian Grand Prix,1000,24006,2018,24000,12,4
131,Mercedes,Hungarian Grand Prix,1000,24007,2018,24001,2,5
5,Toro Rosso,Hungarian Grand Prix,1000,24008,2018,24002,6,6
210,Haas F1 Team,Hungarian Grand Prix,1000,24009,2018,24003,9,7
1,McLaren,Hungarian Grand Prix,1000,24010,2018,24004,11,8
4,Renault,Hungarian Grand Prix,1000,24011,2018,24005,5,9
210,Haas F1 Team,Hungarian Grand Prix,1000,24012,2018,24006,10,10
5,Toro Rosso,Hungarian Grand Prix,1000,24013,2018,24007,8,11
4,Renault,Hungarian Grand Prix,1000,24014,2018,24008,13,12
10,Force India,Hungarian Grand Prix,1000,24015,2018,24009,18,13
10,Force India,Hungarian Grand Prix,1000,24016,2018,24010,19,14
15,Sauber,Hungarian Grand Prix,1000,24017,2018,24011,14,15
3,Williams,Hungarian Grand Prix,1000,24018,2018,24012,20,16
3,Williams,Hungarian Grand Prix,1000,24019,2018,24013,15,17
1,McLaren,Hungarian Grand Prix,1000,24020,2018,24014,16,18
9,Red Bull,Hungarian Grand Prix,1000,24021,2018,24015,7,19
15,Sauber,Hungarian Grand Prix,1000,24022,2018,24016,17,20
6,Ferrari,Belgian Grand Prix,1001,24023,2018,24017,2,1
131,Mercedes,Belgian Grand Prix,1001,24024,2018,24018,1,2
9,Red Bull,Belgian Grand Prix,1001,24025,2018,24019,7,3
131,Mercedes,Belgian Grand Prix,1001,24026,2018,24020,19,4
10,Force India,Belgian Grand Prix,1001,24027,2018,24021,4,5
10,Force India,Belgian Grand Prix,1001,24028,2018,24022,3,6
210,Haas F1 Team,Belgian Grand Prix,1001,24029,2018,24023,5,7
210,Haas F1 Team,Belgian Grand Prix,1001,24030,2018,24024,9,8
5,Toro Rosso,Belgian Grand Prix,1001,24031,2018,24025,10,9
15,Sauber,Belgian Grand Prix,1001,24032,2018,24026,13,10
4,Renault,Belgian Grand Prix,1001,24033,2018,24027,14,11
3,Williams,Belgian Grand Prix,1001,24034,2018,24028,16,12
3,Williams,Belgian Grand Prix,1001,24035,2018,24029,17,13
5,Toro Rosso,Belgian Grand Prix,1001,24036,2018,24030,11,14
1,McLaren,Belgian Grand Prix,1001,24037,2018,24031,18,15
9,Red Bull,Belgian Grand Prix,1001,24038,2018,24032,8,16
6,Ferrari,Belgian Grand Prix,1001,24039,2018,24033,6,17
15,Sauber,Belgian Grand Prix,1001,24040,2018,24034,12,18
1,McLaren,Belgian Grand Prix,1001,24041,2018,24035,15,19
4,Renault,Belgian Grand Prix,1001,24042,2018,24036,20,20
131,Mercedes,Italian Grand Prix,1002,24043,2018,24037,3,1
6,Ferrari,Italian Grand Prix,1002,24044,2018,24038,1,2
131,Mercedes,Italian Grand Prix,1002,24045,2018,24039,4,3
6,Ferrari,Italian Grand Prix,1002,24046,2018,24040,2,4
9,Red Bull,Italian Grand Prix,1002,24047,2018,24041,5,5
10,Force India,Italian Grand Prix,1002,24048,2018,24042,8,6
10,Force India,Italian Grand Prix,1002,24049,2018,24043,14,7
4,Renault,Italian Grand Prix,1002,24050,2018,24044,7,8
3,Williams,Italian Grand Prix,1002,24051,2018,24045,10,9
3,Williams,Italian Grand Prix,1002,24052,2018,24046,12,10
15,Sauber,Italian Grand Prix,1002,24053,2018,24047,15,11
1,McLaren,Italian Grand Prix,1002,24054,2018,24048,17,12
4,Renault,Italian Grand Prix,1002,24055,2018,24049,20,13
5,Toro Rosso,Italian Grand Prix,1002,24056,2018,24050,9,14
15,Sauber,Italian Grand Prix,1002,24057,2018,24051,18,15
210,Haas F1 Team,Italian Grand Prix,1002,24058,2018,24052,11,16
9,Red Bull,Italian Grand Prix,1002,24059,2018,24053,19,17
1,McLaren,Italian Grand Prix,1002,24060,2018,24054,13,18
5,Toro Rosso,Italian Grand Prix,1002,24061,2018,24055,16,19
210,Haas F1 Team,Italian Grand Prix,1002,24062,2018,24056,6,20
131,Mercedes,Russian Grand Prix,1004,24083,2018,24077,2,1
131,Mercedes,Russian Grand Prix,1004,24084,2018,24078,1,2
6,Ferrari,Russian Grand Prix,1004,24085,2018,24079,3,3
6,Ferrari,Russian Grand Prix,1004,24086,2018,24080,4,4
9,Red Bull,Russian Grand Prix,1004,24087,2018,24081,19,5
9,Red Bull,Russian Grand Prix,1004,24088,2018,24082,18,6
15,Sauber,Russian Grand Prix,1004,24089,2018,24083,7,7
210,Haas F1 Team,Russian Grand Prix,1004,24090,2018,24084,5,8
10,Force India,Russian Grand Prix,1004,24091,2018,24085,6,9
10,Force India,Russian Grand Prix,1004,24092,2018,24086,8,10
210,Haas F1 Team,Russian Grand Prix,1004,24093,2018,24087,9,11
4,Renault,Russian Grand Prix,1004,24094,2018,24088,12,12
15,Sauber,Russian Grand Prix,1004,24095,2018,24089,10,13
1,McLaren,Russian Grand Prix,1004,24096,2018,24090,16,14
3,Williams,Russian Grand Prix,1004,24097,2018,24091,14,15
1,McLaren,Russian Grand Prix,1004,24098,2018,24092,15,16
4,Renault,Russian Grand Prix,1004,24099,2018,24093,11,17
3,Williams,Russian Grand Prix,1004,24100,2018,24094,13,18
5,Toro Rosso,Russian Grand Prix,1004,24101,2018,24095,17,19
5,Toro Rosso,Russian Grand Prix,1004,24102,2018,24096,20,20
131,Mercedes,Abu Dhabi Grand Prix,1009,24183,2018,24177,1,1
6,Ferrari,Abu Dhabi Grand Prix,1009,24184,2018,24178,3,2
9,Red Bull,Abu Dhabi Grand Prix,1009,24185,2018,24179,6,3
9,Red Bull,Abu Dhabi Grand Prix,1009,24186,2018,24180,5,4
131,Mercedes,Abu Dhabi Grand Prix,1009,24187,2018,24181,2,5
4,Renault,Abu Dhabi Grand Prix,1009,24188,2018,24182,11,6
15,Sauber,Abu Dhabi Grand Prix,1009,24189,2018,24183,8,7
10,Force India,Abu Dhabi Grand Prix,1009,24190,2018,24184,14,8
210,Haas F1 Team,Abu Dhabi Grand Prix,1009,24191,2018,24185,7,9
210,Haas F1 Team,Abu Dhabi Grand Prix,1009,24192,2018,24186,13,10
1,McLaren,Abu Dhabi Grand Prix,1009,24193,2018,24187,15,11
5,Toro Rosso,Abu Dhabi Grand Prix,1009,24194,2018,24188,16,12
3,Williams,Abu Dhabi Grand Prix,1009,24195,2018,24189,20,13
1,McLaren,Abu Dhabi Grand Prix,1009,24196,2018,24190,18,14
3,Williams,Abu Dhabi Grand Prix,1009,24197,2018,24191,19,15
5,Toro Rosso,Abu Dhabi Grand Prix,1009,24198,2018,24192,17,16
10,Force India,Abu Dhabi Grand Prix,1009,24199,2018,24193,9,17
15,Sauber,Abu Dhabi Grand Prix,1009,24200,2018,24194,12,18
6,Ferrari,Abu Dhabi Grand Prix,1009,24201,2018,24195,4,19
4,Renault,Abu Dhabi Grand Prix,1009,24202,2018,24196,10,20
131,Mercedes,Bahrain Grand Prix,1011,24223,2019,24217,3,1
131,Mercedes,Bahrain Grand Prix,1011,24224,2019,24218,4,2
6,Ferrari,Bahrain Grand Prix,1011,24225,2019,24219,1,3
9,Red Bull,Bahrain Grand Prix,1011,24226,2019,24220,5,4
6,Ferrari,Bahrain Grand Prix,1011,24227,2019,24221,2,5
1,McLaren,Bahrain Grand Prix,1011,24228,2019,24222,9,6
51,Alfa Romeo,Bahrain Grand Prix,1011,24229,2019,24223,8,7
9,Red Bull,Bahrain Grand Prix,1011,24230,2019,24224,13,8
5,Toro Rosso,Bahrain Grand Prix,1011,24231,2019,24225,12,9
211,Racing Point,Bahrain Grand Prix,1011,24232,2019,24226,14,10
51,Alfa Romeo,Bahrain Grand Prix,1011,24233,2019,24227,16,11
5,Toro Rosso,Bahrain Grand Prix,1011,24234,2019,24228,15,12
210,Haas F1 Team,Bahrain Grand Prix,1011,24235,2019,24229,6,13
211,Racing Point,Bahrain Grand Prix,1011,24236,2019,24230,18,14
3,Williams,Bahrain Grand Prix,1011,24237,2019,24231,19,15
3,Williams,Bahrain Grand Prix,1011,24238,2019,24232,20,16
4,Renault,Bahrain Grand Prix,1011,24239,2019,24233,17,17
4,Renault,Bahrain Grand Prix,1011,24240,2019,24234,10,18
1,McLaren,Bahrain Grand Prix,1011,24241,2019,24235,7,19
210,Haas F1 Team,Bahrain Grand Prix,1011,24242,2019,24236,11,20
131,Mercedes,Spanish Grand Prix,1014,24283,2019,24277,2,1
131,Mercedes,Spanish Grand Prix,1014,24284,2019,24278,1,2
9,Red Bull,Spanish Grand Prix,1014,24285,2019,24279,4,3
6,Ferrari,Spanish Grand Prix,1014,24286,2019,24280,3,4
6,Ferrari,Spanish Grand Prix,1014,24287,2019,24281,5,5
9,Red Bull,Spanish Grand Prix,1014,24288,2019,24282,6,6
210,Haas F1 Team,Spanish Grand Prix,1014,24289,2019,24283,8,7
1,McLaren,Spanish Grand Prix,1014,24290,2019,24284,12,8
5,Toro Rosso,Spanish Grand Prix,1014,24291,2019,24285,9,9
210,Haas F1 Team,Spanish Grand Prix,1014,24292,2019,24286,7,10
5,Toro Rosso,Spanish Grand Prix,1014,24293,2019,24287,11,11
4,Renault,Spanish Grand Prix,1014,24294,2019,24288,13,12
4,Renault,Spanish Grand Prix,1014,24295,2019,24289,0,13
51,Alfa Romeo,Spanish Grand Prix,1014,24296,2019,24290,14,14
211,Racing Point,Spanish Grand Prix,1014,24297,2019,24291,15,15
51,Alfa Romeo,Spanish Grand Prix,1014,24298,2019,24292,18,16
3,Williams,Spanish Grand Prix,1014,24299,2019,24293,19,17
3,Williams,Spanish Grand Prix,1014,24300,2019,24294,17,18
211,Racing Point,Spanish Grand Prix,1014,24301,2019,24295,16,19
1,McLaren,Spanish Grand Prix,1014,24302,2019,24296,10,20
9,Red Bull,Austrian Grand Prix,1018,24366,2019,24360,2,1
6,Ferrari,Austrian Grand Prix,1018,24367,2019,24361,1,2
131,Mercedes,Austrian Grand Prix,1018,24368,2019,24362,3,3
6,Ferrari,Austrian Grand Prix,1018,24369,2019,24363,9,4
131,Mercedes,Austrian Grand Prix,1018,24370,2019,24364,4,5
1,McLaren,Austrian Grand Prix,1018,24371,2019,24365,5,6
9,Red Bull,Austrian Grand Prix,1018,24372,2019,24366,8,7
1,McLaren,Austrian Grand Prix,1018,24373,2019,24367,19,8
51,Alfa Romeo,Austrian Grand Prix,1018,24374,2019,24368,6,9
51,Alfa Romeo,Austrian Grand Prix,1018,24375,2019,24369,7,10
211,Racing Point,Austrian Grand Prix,1018,24376,2019,24370,13,11
4,Renault,Austrian Grand Prix,1018,24377,2019,24371,12,12
4,Renault,Austrian Grand Prix,1018,24378,2019,24372,15,13
211,Racing Point,Austrian Grand Prix,1018,24379,2019,24373,14,14
5,Toro Rosso,Austrian Grand Prix,1018,24380,2019,24374,18,15
210,Haas F1 Team,Austrian Grand Prix,1018,24381,2019,24375,11,16
5,Toro Rosso,Austrian Grand Prix,1018,24382,2019,24376,16,17
3,Williams,Austrian Grand Prix,1018,24383,2019,24377,0,18
210,Haas F1 Team,Austrian Grand Prix,1018,24384,2019,24378,10,19
3,Williams,Austrian Grand Prix,1018,24385,2019,24379,17,20
131,Mercedes,British Grand Prix,1019,24386,2019,24380,2,1
131,Mercedes,British Grand Prix,1019,24387,2019,24381,1,2
6,Ferrari,British Grand Prix,1019,24388,2019,24382,3,3
9,Red Bull,British Grand Prix,1019,24389,2019,24383,5,4
9,Red Bull,British Grand Prix,1019,24390,2019,24384,4,5
1,McLaren,British Grand Prix,1019,24391,2019,24385,13,6
4,Renault,British Grand Prix,1019,24392,2019,24386,7,7
51,Alfa Romeo,British Grand Prix,1019,24393,2019,24387,12,8
5,Toro Rosso,British Grand Prix,1019,24394,2019,24388,17,9
4,Renault,British Grand Prix,1019,24395,2019,24389,10,10
1,McLaren,British Grand Prix,1019,24396,2019,24390,8,11
5,Toro Rosso,British Grand Prix,1019,24397,2019,24391,9,12
211,Racing Point,British Grand Prix,1019,24398,2019,24392,18,13
3,Williams,British Grand Prix,1019,24399,2019,24393,19,14
3,Williams,British Grand Prix,1019,24400,2019,24394,20,15
6,Ferrari,British Grand Prix,1019,24401,2019,24395,6,16
211,Racing Point,British Grand Prix,1019,24402,2019,24396,15,17
51,Alfa Romeo,British Grand Prix,1019,24403,2019,24397,11,18
210,Haas F1 Team,British Grand Prix,1019,24404,2019,24398,14,19
210,Haas F1 Team,British Grand Prix,1019,24405,2019,24399,16,20
131,Mercedes,Hungarian Grand Prix,1021,24426,2019,24420,3,1
9,Red Bull,Hungarian Grand Prix,1021,24427,2019,24421,1,2
6,Ferrari,Hungarian Grand Prix,1021,24428,2019,24422,5,3
6,Ferrari,Hungarian Grand Prix,1021,24429,2019,24423,4,4
1,McLaren,Hungarian Grand Prix,1021,24430,2019,24424,8,5
9,Red Bull,Hungarian Grand Prix,1021,24431,2019,24425,6,6
51,Alfa Romeo,Hungarian Grand Prix,1021,24432,2019,24426,10,7
131,Mercedes,Hungarian Grand Prix,1021,24433,2019,24427,2,8
1,McLaren,Hungarian Grand Prix,1021,24434,2019,24428,7,9
5,Toro Rosso,Hungarian Grand Prix,1021,24435,2019,24429,12,10
211,Racing Point,Hungarian Grand Prix,1021,24436,2019,24430,16,11
4,Renault,Hungarian Grand Prix,1021,24437,2019,24431,11,12
210,Haas F1 Team,Hungarian Grand Prix,1021,24438,2019,24432,14,13
4,Renault,Hungarian Grand Prix,1021,24439,2019,24433,20,14
5,Toro Rosso,Hungarian Grand Prix,1021,24440,2019,24434,13,15
3,Williams,Hungarian Grand Prix,1021,24441,2019,24435,15,16
211,Racing Point,Hungarian Grand Prix,1021,24442,2019,24436,18,17
51,Alfa Romeo,Hungarian Grand Prix,1021,24443,2019,24437,17,18
3,Williams,Hungarian Grand Prix,1021,24444,2019,24438,19,19
210,Haas F1 Team,Hungarian Grand Prix,1021,24445,2019,24439,9,20
6,Ferrari,Belgian Grand Prix,1022,24446,2019,24440,1,1
131,Mercedes,Belgian Grand Prix,1022,24447,2019,24441,3,2
131,Mercedes,Belgian Grand Prix,1022,24448,2019,24442,4,3
6,Ferrari,Belgian Grand Prix,1022,24449,2019,24443,2,4
9,Red Bull,Belgian Grand Prix,1022,24450,2019,24444,17,5
211,Racing Point,Belgian Grand Prix,1022,24451,2019,24445,7,6
5,Toro Rosso,Belgian Grand Prix,1022,24452,2019,24446,19,7
4,Renault,Belgian Grand Prix,1022,24453,2019,24447,12,8
5,Toro Rosso,Belgian Grand Prix,1022,24454,2019,24448,13,9
211,Racing Point,Belgian Grand Prix,1022,24455,2019,24449,16,10
1,McLaren,Belgian Grand Prix,1022,24456,2019,24450,11,11
210,Haas F1 Team,Belgian Grand Prix,1022,24457,2019,24451,8,12
210,Haas F1 Team,Belgian Grand Prix,1022,24458,2019,24452,9,13
4,Renault,Belgian Grand Prix,1022,24459,2019,24453,10,14
3,Williams,Belgian Grand Prix,1022,24460,2019,24454,14,15
51,Alfa Romeo,Belgian Grand Prix,1022,24461,2019,24455,6,16
3,Williams,Belgian Grand Prix,1022,24462,2019,24456,0,17
51,Alfa Romeo,Belgian Grand Prix,1022,24463,2019,24457,18,18
1,McLaren,Belgian Grand Prix,1022,24464,2019,24458,15,19
9,Red Bull,Belgian Grand Prix,1022,24465,2019,24459,5,20
6,Ferrari,Italian Grand Prix,1023,24466,2019,24460,1,1
131,Mercedes,Italian Grand Prix,1023,24467,2019,24461,3,2
131,Mercedes,Italian Grand Prix,1023,24468,2019,24462,2,3
4,Renault,Italian Grand Prix,1023,24469,2019,24463,5,4
4,Renault,Italian Grand Prix,1023,24470,2019,24464,6,5
9,Red Bull,Italian Grand Prix,1023,24471,2019,24465,8,6
211,Racing Point,Italian Grand Prix,1023,24472,2019,24466,18,7
9,Red Bull,Italian Grand Prix,1023,24473,2019,24467,19,8
51,Alfa Romeo,Italian Grand Prix,1023,24474,2019,24468,10,9
1,McLaren,Italian Grand Prix,1023,24475,2019,24469,16,10
5,Toro Rosso,Italian Grand Prix,1023,24476,2019,24470,17,11
211,Racing Point,Italian Grand Prix,1023,24477,2019,24471,9,12
6,Ferrari,Italian Grand Prix,1023,24478,2019,24472,4,13
3,Williams,Italian Grand Prix,1023,24479,2019,24473,14,14
51,Alfa Romeo,Italian Grand Prix,1023,24480,2019,24474,0,15
210,Haas F1 Team,Italian Grand Prix,1023,24481,2019,24475,13,16
3,Williams,Italian Grand Prix,1023,24482,2019,24476,15,17
210,Haas F1 Team,Italian Grand Prix,1023,24483,2019,24477,11,18
5,Toro Rosso,Italian Grand Prix,1023,24484,2019,24478,12,19
1,McLaren,Italian Grand Prix,1023,24485,2019,24479,7,20
131,Mercedes,Russian Grand Prix,1025,24506,2019,24500,2,1
131,Mercedes,Russian Grand Prix,1025,24507,2019,24501,4,2
6,Ferrari,Russian Grand Prix,1025,24508,2019,24502,1,3
9,Red Bull,Russian Grand Prix,1025,24509,2019,24503,9,4
9,Red Bull,Russian Grand Prix,1025,24510,2019,24504,0,5
1,McLaren,Russian Grand Prix,1025,24511,2019,24505,5,6
211,Racing Point,Russian Grand Prix,1025,24512,2019,24506,11,7
1,McLaren,Russian Grand Prix,1025,24513,2019,24507,7,8
210,Haas F1 Team,Russian Grand Prix,1025,24514,2019,24508,13,9
4,Renault,Russian Grand Prix,1025,24515,2019,24509,6,10
211,Racing Point,Russian Grand Prix,1025,24516,2019,24510,14,11
5,Toro Rosso,Russian Grand Prix,1025,24517,2019,24511,19,12
51,Alfa Romeo,Russian Grand Prix,1025,24518,2019,24512,15,13
5,Toro Rosso,Russian Grand Prix,1025,24519,2019,24513,16,14
51,Alfa Romeo,Russian Grand Prix,1025,24520,2019,24514,12,15
3,Williams,Russian Grand Prix,1025,24521,2019,24515,18,16
3,Williams,Russian Grand Prix,1025,24522,2019,24516,17,17
6,Ferrari,Russian Grand Prix,1025,24523,2019,24517,3,18
4,Renault,Russian Grand Prix,1025,24524,2019,24518,10,19
210,Haas F1 Team,Russian Grand Prix,1025,24525,2019,24519,8,20
131,Mercedes,Austrian Grand Prix,1031,24626,2020,24560,1,1
131,Mercedes,Abu Dhabi Grand Prix,1030,24606,2019,24601,1,1
9,Red Bull,Abu Dhabi Grand Prix,1030,24607,2019,24602,2,2
6,Ferrari,Abu Dhabi Grand Prix,1030,24608,2019,24603,3,3
131,Mercedes,Abu Dhabi Grand Prix,1030,24609,2019,24604,20,4
6,Ferrari,Abu Dhabi Grand Prix,1030,24610,2019,24605,4,5
9,Red Bull,Abu Dhabi Grand Prix,1030,24611,2019,24606,5,6
211,Racing Point,Abu Dhabi Grand Prix,1030,24612,2019,24607,10,7
1,McLaren,Abu Dhabi Grand Prix,1030,24613,2019,24608,6,8
5,Toro Rosso,Abu Dhabi Grand Prix,1030,24614,2019,24609,13,9
1,McLaren,Abu Dhabi Grand Prix,1030,24615,2019,24610,8,10
4,Renault,Abu Dhabi Grand Prix,1030,24616,2019,24611,7,11
4,Renault,Abu Dhabi Grand Prix,1030,24617,2019,24612,9,12
51,Alfa Romeo,Abu Dhabi Grand Prix,1030,24618,2019,24613,17,13
210,Haas F1 Team,Abu Dhabi Grand Prix,1030,24619,2019,24614,14,14
210,Haas F1 Team,Abu Dhabi Grand Prix,1030,24620,2019,24615,15,15
51,Alfa Romeo,Abu Dhabi Grand Prix,1030,24621,2019,24616,16,16
3,Williams,Abu Dhabi Grand Prix,1030,24622,2019,24617,18,17
5,Toro Rosso,Abu Dhabi Grand Prix,1030,24623,2019,24618,11,18
3,Williams,Abu Dhabi Grand Prix,1030,24624,2019,24619,19,19
211,Racing Point,Abu Dhabi Grand Prix,1030,24625,2019,24620,12,20
6,Ferrari,Austrian Grand Prix,1031,24627,2020,24621,7,2
1,McLaren,Austrian Grand Prix,1031,24628,2020,24622,3,3
131,Mercedes,Austrian Grand Prix,1031,24629,2020,24623,5,4
1,McLaren,Austrian Grand Prix,1031,24630,2020,24624,8,5
211,Racing Point,Austrian Grand Prix,1031,24631,2020,24625,6,6
213,AlphaTauri,Austrian Grand Prix,1031,24632,2020,24626,12,7
4,Renault,Austrian Grand Prix,1031,24633,2020,24627,14,8
51,Alfa Romeo,Austrian Grand Prix,1031,24634,2020,24628,18,9
6,Ferrari,Austrian Grand Prix,1031,24635,2020,24629,11,10
3,Williams,Austrian Grand Prix,1031,24636,2020,24630,20,11
213,AlphaTauri,Austrian Grand Prix,1031,24637,2020,24631,13,12
9,Red Bull,Austrian Grand Prix,1031,24638,2020,24632,4,13
51,Alfa Romeo,Austrian Grand Prix,1031,24639,2020,24633,19,14
3,Williams,Austrian Grand Prix,1031,24640,2020,24634,17,15
210,Haas F1 Team,Austrian Grand Prix,1031,24641,2020,24635,15,16
210,Haas F1 Team,Austrian Grand Prix,1031,24642,2020,24636,16,17
211,Racing Point,Austrian Grand Prix,1031,24643,2020,24637,9,18
4,Renault,Austrian Grand Prix,1031,24644,2020,24638,10,19
9,Red Bull,Austrian Grand Prix,1031,24645,2020,24639,2,20
131,Mercedes,Styrian Grand Prix,1032,24646,2020,24640,1,1
131,Mercedes,Styrian Grand Prix,1032,24647,2020,24641,4,2
9,Red Bull,Styrian Grand Prix,1032,24648,2020,24642,2,3
9,Red Bull,Styrian Grand Prix,1032,24649,2020,24643,6,4
1,McLaren,Styrian Grand Prix,1032,24650,2020,24644,9,5
211,Racing Point,Styrian Grand Prix,1032,24651,2020,24645,17,6
211,Racing Point,Styrian Grand Prix,1032,24652,2020,24646,12,7
4,Renault,Styrian Grand Prix,1032,24653,2020,24647,8,8
1,McLaren,Styrian Grand Prix,1032,24654,2020,24648,3,9
213,AlphaTauri,Styrian Grand Prix,1032,24655,2020,24649,13,10
51,Alfa Romeo,Styrian Grand Prix,1032,24656,2020,24650,16,11
210,Haas F1 Team,Styrian Grand Prix,1032,24657,2020,24651,15,12
210,Haas F1 Team,Styrian Grand Prix,1032,24658,2020,24652,0,13
51,Alfa Romeo,Styrian Grand Prix,1032,24659,2020,24653,19,14
213,AlphaTauri,Styrian Grand Prix,1032,24660,2020,24654,7,15
3,Williams,Styrian Grand Prix,1032,24661,2020,24655,11,16
3,Williams,Styrian Grand Prix,1032,24662,2020,24656,18,17
4,Renault,Styrian Grand Prix,1032,24663,2020,24657,5,18
6,Ferrari,Styrian Grand Prix,1032,24664,2020,24658,14,19
6,Ferrari,Styrian Grand Prix,1032,24665,2020,24659,10,20
131,Mercedes,Hungarian Grand Prix,1033,24666,2020,24660,1,1
9,Red Bull,Hungarian Grand Prix,1033,24667,2020,24661,7,2
131,Mercedes,Hungarian Grand Prix,1033,24668,2020,24662,2,3
211,Racing Point,Hungarian Grand Prix,1033,24669,2020,24663,3,4
9,Red Bull,Hungarian Grand Prix,1033,24670,2020,24664,13,5
6,Ferrari,Hungarian Grand Prix,1033,24671,2020,24665,5,6
211,Racing Point,Hungarian Grand Prix,1033,24672,2020,24666,4,7
4,Renault,Hungarian Grand Prix,1033,24673,2020,24667,11,8
1,McLaren,Hungarian Grand Prix,1033,24674,2020,24668,9,9
210,Haas F1 Team,Hungarian Grand Prix,1033,24675,2020,24669,0,10
6,Ferrari,Hungarian Grand Prix,1033,24676,2020,24670,6,11
213,AlphaTauri,Hungarian Grand Prix,1033,24677,2020,24671,17,12
1,McLaren,Hungarian Grand Prix,1033,24678,2020,24672,8,13
4,Renault,Hungarian Grand Prix,1033,24679,2020,24673,14,14
51,Alfa Romeo,Hungarian Grand Prix,1033,24680,2020,24674,20,15
210,Haas F1 Team,Hungarian Grand Prix,1033,24681,2020,24675,0,16
51,Alfa Romeo,Hungarian Grand Prix,1033,24682,2020,24676,19,17
3,Williams,Hungarian Grand Prix,1033,24683,2020,24677,12,18
3,Williams,Hungarian Grand Prix,1033,24684,2020,24678,15,19
213,AlphaTauri,Hungarian Grand Prix,1033,24685,2020,24679,10,20
131,Mercedes,British Grand Prix,1034,24686,2020,24680,1,1
9,Red Bull,British Grand Prix,1034,24687,2020,24681,3,2
6,Ferrari,British Grand Prix,1034,24688,2020,24682,4,3
4,Renault,British Grand Prix,1034,24689,2020,24683,8,4
1,McLaren,British Grand Prix,1034,24690,2020,24684,5,5
4,Renault,British Grand Prix,1034,24691,2020,24685,9,6
213,AlphaTauri,British Grand Prix,1034,24692,2020,24686,11,7
9,Red Bull,British Grand Prix,1034,24693,2020,24687,12,8
211,Racing Point,British Grand Prix,1034,24694,2020,24688,6,9
6,Ferrari,British Grand Prix,1034,24695,2020,24689,10,10
131,Mercedes,British Grand Prix,1034,24696,2020,24690,2,11
3,Williams,British Grand Prix,1034,24697,2020,24691,20,12
1,McLaren,British Grand Prix,1034,24698,2020,24692,7,13
51,Alfa Romeo,British Grand Prix,1034,24699,2020,24693,15,14
3,Williams,British Grand Prix,1034,24700,2020,24694,18,15
210,Haas F1 Team,British Grand Prix,1034,24701,2020,24695,17,16
51,Alfa Romeo,British Grand Prix,1034,24702,2020,24696,16,17
213,AlphaTauri,British Grand Prix,1034,24703,2020,24697,19,18
210,Haas F1 Team,British Grand Prix,1034,24704,2020,24698,14,19
211,Racing Point,British Grand Prix,1034,24705,2020,24699,13,20
9,Red Bull,70th Anniversary Grand Prix,1035,24706,2020,24700,4,1
131,Mercedes,70th Anniversary Grand Prix,1035,24707,2020,24701,2,2
131,Mercedes,70th Anniversary Grand Prix,1035,24708,2020,24702,1,3
6,Ferrari,70th Anniversary Grand Prix,1035,24709,2020,24703,8,4
9,Red Bull,70th Anniversary Grand Prix,1035,24710,2020,24704,9,5
211,Racing Point,70th Anniversary Grand Prix,1035,24711,2020,24705,6,6
211,Racing Point,70th Anniversary Grand Prix,1035,24712,2020,24706,3,7
4,Renault,70th Anniversary Grand Prix,1035,24713,2020,24707,14,8
1,McLaren,70th Anniversary Grand Prix,1035,24714,2020,24708,10,9
213,AlphaTauri,70th Anniversary Grand Prix,1035,24715,2020,24709,16,10
213,AlphaTauri,70th Anniversary Grand Prix,1035,24716,2020,24710,7,11
6,Ferrari,70th Anniversary Grand Prix,1035,24717,2020,24711,11,12
1,McLaren,70th Anniversary Grand Prix,1035,24718,2020,24712,12,13
